"pubDate","timestamp","title","description","link","rss-url","country","category","keyphrases","key_words"
"Sun, 18 Sep 2022 13:38:00 -0400","1663522680.0","NFL Week 2 streaming guide: How to stream Sunday football games on CBS, Fox and more","Where to watch every Sunday game of the 2022 season, plus how else you can stream NFL games.","https://www.cbsnews.com/essentials/nfl-2022-how-to-stream-football-games-airing-on-cbs-this-sunday/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 13:34:01 -0400","1663522441.0","Friends describe waiting in line for 16 hours to pay respects to Queen","This group of friends waited in line for 16 hours to pay their final respects to the Queen — and they got the opportunity to meet King Charles and Prince William during the wait. Even though they hadn't slept all night, they said the process was an ""out of this world experience"" and they praised organizers for passing out blankets, tea and sweets for mourners to feel more comfortable.","https://www.cbsnews.com/video/friends-describe-waiting-in-line-for-16-hours-to-pay-respects-to-queen/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 13:32:46 -0400","1663522366.0","Gabby Petito: The Untold Story","“48 Hours” explores Gabby Petito’s final days and the missed warning signs that might have saved her. ""48 Hours"" contributor Jericka Duncan reports.","https://www.cbsnews.com/video/gabby-petito-the-untold-story/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 13:28:56 -0400","1663522136.0","Face The Nation: Kostin, Pape, Garret and Becker","Missed the second half of the show? The latest on Ukraine's top prosecutor pursuing a genocide case against Russian officials; Robert Pape warns of ""violent threat"" to U.S. democracy; and Major Garrett and David Becker's new book, ""The Big Truth"".","https://www.cbsnews.com/video/face-the-nation-kostin-pape-garret-and-becker/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 13:27:43 -0400","1663522063.0","The Shooting of Lauren Kanarek","Did social media posts drive an Olympic horseman to shoot his own student? ""48 Hours"" contributor Nikki Battiste reports.","https://www.cbsnews.com/video/the-shooting-of-lauren-kanarek/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 13:02:10 -0400","1663520530.0","Ukraine's top prosecutor says he's pursuing genocide case","Andriy Kostin, the prosecutor general of Ukraine, says investigators are working with the International Criminal Court to pursue genocide cases against Russian officials.
troops from wide swaths of land.","https://www.cbsnews.com/video/ukraines-top-prosecutor-says-hes-pursuing-genocide-case/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:53:35 -0400","1663520015.0","Boy meets boy: Billy Eichner's gay rom-com ""Bros""","Comedian Billy Eichner is the first openly gay man to co-write and star in a gay romantic comedy for a major movie studio. He talks with correspondent Jonathan Vigliotti about ""Bros,"" and why it's taken so long for Hollywood to produce a rom-com featuring an all-LGBTQ principal cast.","https://www.cbsnews.com/video/boy-meets-boy-billy-eichners-gay-rom-com-bros/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:53:00 -0400","1663519980.0","Biden pays respects to queen as world leaders arrive in London for funeral","""She was the same in person as her image — decent, honorable, all about service,"" the president said.","https://www.cbsnews.com/news/queen-elizabeth-ii-funeral-biden-london-world-leaders/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:52:10 -0400","1663519930.0","Queen superfan dedicates entire home to monarchy","While others traveled to Buckingham Palace to pay their final respects to the Queen, this 78-year-old grandmother didn't have to leave home. Because her home, nestled in the suburbs of London, is like a love letter with four walls.","https://www.cbsnews.com/video/queen-superfan-dedicates-entire-home-to-monarchy/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:50:10 -0400","1663519810.0","Britain prepares for Queen Elizabeth's funeral","Great Britain has not buried a monarch since the death of King George VI in 1952. So, royal watchers anticipate Monday's funeral for Queen Elizabeth II will be a blend of grand spectacle and personal grief not seen in generations. Correspondent Seth Doane talks with former BBC anchor Jon Sopel and professor Pauline Maclaren about what to expect from Monday's service at Westminster Abbey, which has been decades in the planning. (Watch the funeral of Queen Elizabeth II live on CBS Monday, September 19 beginning at 5:30 a.m. ET, or online at cbsnews.com, and on the CBS News mobile app. You may also stream live via Paramount+.)","https://www.cbsnews.com/video/britain-prepares-for-queen-elizabeths-funeral/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:48:26 -0400","1663519706.0","Expert warns of ""violent threat"" to U.S. democracy","Robert Pape, a professor at the University of Chicago and expert on political violence, says, ""We have not just a political threat to our democracy, we have a violent threat to our democracy.""","https://www.cbsnews.com/video/expert-warns-of-violent-threat-to-u-s-democracy/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:42:25 -0400","1663519345.0","Major Garrett and David Becker on ""The Big Truth""","CBS News chief Washington correspondent Major Garrett and CBS News election law contributor David Becker discuss their new book, ""The Big Truth: Upholding Democracy in the Age of 'The Big Lie.'""","https://www.cbsnews.com/video/major-garrett-and-david-becker-on-the-big-truth/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:38:48 -0400","1663519128.0","Transcript: Robert Pape on ""Face the Nation""","The following is a transcript of an interview with University of Chicago Professor Robert Pape that aired Sunday, Sept. 18, 2022, on ""Face the Nation.""","https://www.cbsnews.com/news/robert-pape-transcript-face-the-nation-09-18-2022/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:38:13 -0400","1663519093.0","Texas Democrat urges Biden to ramp up border enforcement amid migrant dispute","Cuellar urged the Biden administration to devote more resources to to law enforcement at the southern border.","https://www.cbsnews.com/news/immigration-henry-cuellar-biden-border-enforcement-migrants-face-the-nation/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:31:45 -0400","1663518705.0","Transcript: Major Garrett and David Becker on ""Face the Nation""","The following is a transcript of an interview with CBS News chief Washington correspondent Major Garrett and CBS News election law contributor David Becker that aired Sunday, Sept. 18, 2022, on ""Face the Nation.""","https://www.cbsnews.com/news/major-garrett-david-becker-transcript-face-the-nation-09-18-2022/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:55 -0400","1663518535.0","10/22: CBSN AM","Top U.S. Diplomat expected to testify today; new apple variety hits grocery stores in December","https://www.cbsnews.com/video/1022-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:54 -0400","1663518534.0","11/15: CBSN AM","Two students killed, three hurt at Saugus High School; PA man killed after receiving threats from ex-wife","https://www.cbsnews.com/video/1115-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:53 -0400","1663518533.0","11/8: CBSN AM","Michael Bloomberg hints at presidential bid; how police used online DNA database to crack cold case","https://www.cbsnews.com/video/118-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:53 -0400","1663518533.0","11/5: CBSN AM","Democrats plan to release two more transcripts; nearly 1 million pot plants seized in massive California raids","https://www.cbsnews.com/video/115-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:53 -0400","1663518533.0","11/26: CBSN AM","Judge rules Don McGahn must testify before congress; Korean War Veteran saves girl attacked by pitbull","https://www.cbsnews.com/video/1126-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:52 -0400","1663518532.0","12/27: CBSN AM","At least 12 dead in Kazakhistan plane crash; Simone Biles named 2019 AP Female Athlete of the Year","https://www.cbsnews.com/video/1227-cbsn-am/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:52 -0400","1663518532.0","12/6: CBSN AM","House judiciary committee prepares for Monday hearing; Ex-wife charged with murder of California police officer","https://www.cbsnews.com/video/120619-cbsn-am/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:52 -0400","1663518532.0","12/13: CBSN AM","House Judiciary Committee to Vote On Impeachment Articles; $37 Million Dollar Bank Error","https://www.cbsnews.com/video/1213-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:51 -0400","1663518531.0","11/25: CBSN AM","Lev Parnas allegedly gave recordings to House Intelligence Committee on Ukraine; new TSA technology could speed up security lines","https://www.cbsnews.com/video/1125-cbsn-am/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:50 -0400","1663518530.0","10/24: CBSN AM","Senate Republicans crash closed-door meeting; Springsteen: Performing is ""psychologically centering""","https://www.cbsnews.com/video/1024-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:50 -0400","1663518530.0","10/31: CBSN AM","House to vote on impeachment resolution today; women with dense breast tissue pay big bills for mammograms","https://www.cbsnews.com/video/1031-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:50 -0400","1663518530.0","12/20: CBSN AM","Candidates look ahead to 2020 after sparring in debate; Boeing capsule successfully launches into space","https://www.cbsnews.com/video/122019-cbsn-am/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:49 -0400","1663518529.0","12/23: CBSN AM","Newly released email sheds light on Ukraine dealings; New push to enforce safety measure on taxi cabs","https://www.cbsnews.com/video/1223-cbsn-am/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 12:28:49 -0400","1663518529.0","11/7: CBSN AM","President Trump wanted AG Barr to say he broke no laws on Ukraine call; Possible breakthrough treatment for PTSD.","https://www.cbsnews.com/video/117-cbsn-am-1/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 11:10:00 -0400","1663513800.0","Fiona strengthens to hurricane, bearing down on Puerto Rico","Puerto Ricans are bracing for severe wind and extreme rain as Fiona bears down.","https://www.cbsnews.com/news/fiona-hurricane-puerto-rico-tropical-storm-forecast/","http://www.cbsnews.com/latest/rss/main","US","general","[]","set()"
"Sun, 18 Sep 2022 17:37:17 GMT","1663522637.0","Queen lying in state: public told ‘do not set off to join the queue’ on last full day to see coffin – live","Decision later on Sunday on closing entry to queue permanently when it reaches capacity ahead of Monday’s funeral  The New Zealand prime minister,  Jacinda Ardern , has told the BBC that in her conversation with King Charles he expressed gratitude for the condolences of the people who had come out to take part in the week’s events. PA Media reports she said:  I’ll keep my comments here very, very general because we always try to keep in close confidence the conversations we are lucky enough to have with His Majesty.  But the overriding sentiment was just the gratitude for the great effort that people were putting into coming and paying their respects, and by that I mean not just leaders, but people.  What you’re going to expect is the best of funeral services, the prayer book service, the words which were an inspiration to Shakespeare.  You’re going to hear this wonderful English at its best, also you’re going to hear angelic voices of the choir of the abbey plus the Chapels Royal, you really hear voices that are singing to the glory of God.   Continue reading...","https://www.theguardian.com/uk-news/live/2022/sep/18/queen-lying-in-state-queue-king-charles-latest-updates-live-news","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:36:58 GMT","1663522618.0","Liverpool v Chelsea: Women’s Super League – live","Minute-by-minute updates as the champions return to action   Aston Villa 4-3 Man City: Daly double on debut shocks City   Any comments? You can  email Sarah  |  tweet Sarah     There has been a late change to Chelsea’s starting line-up  this evening with Ingle replacing Harder. The club haven’t disclosed why the change has happened.   Darren has got in touch via Twitter and said : “Yesterday was the anniversary of my first time watching United women. Cracking first half, shame we couldn’t match the goal output in the second half. Very much hoping we can end this issue of not being able to end games as well as we start them during this season.” How long have you been going to United games? A strong performance from United yesterday but they definitely could have had more goals.   Continue reading...","https://www.theguardian.com/football/live/2022/sep/18/liverpool-v-chelsea-womens-super-league-live","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:34:10 GMT","1663522450.0","Bolsonaro uses visit to London for Queen’s funeral as ‘election soapbox’","Speaking from the balcony of his ambassador’s home, Brazilian president rounds on leftists, abortion and ‘gender ideology’    Death of the Queen and King Charles’s accession - latest updates    Brazil’s far-right president Jair Bolsonaro has been accused of using the Queen’s funeral as a political soapbox after he flew into London to deliver a speech to supporters about the dangers of leftists, abortion and “gender ideology”.  Speaking from the balcony of the Brazilian ambassador’s 19th-century Mayfair home on Sunday, the South American populist voiced “profound respect” for the royal family and UK citizens and claimed that honouring Queen Elizabeth II was the “main objective” of his visit to London.   Continue reading...","https://www.theguardian.com/world/2022/sep/18/bolsonaro-uses-visit-to-london-for-queens-funeral-as-election-soapbox","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:30:20 GMT","1663522220.0","Work therapy: can a cyber-commuter prepare a retail employee for life as a digital nomad?","Luisa Tulouna  works at a market but wants to immerse herself in a culture she loves. Remote work is  Diego Bejarano Gerke’ s day job. In their session he tells her how to stop her dream becoming a logistical nightmare  We started a revolution from our beds during lockdown and now it’s spreading to the beach resorts. Having realised that remote working is entirely possible, many people are taking that ethos abroad. A 2021 report from Airbnb showed that  11% of the company’s long-term-stay bookers  were living a nomadic lifestyle and 5% planned to give up their main homes.  Barbados, Malta, Iceland, Bermuda, Spain, Croatia, Greece, Estonia, Sri Lanka and Indonesia (specifically Bali) are among the countries setting up digital nomad visas and similar schemes for remote workers.   Continue reading...","https://www.theguardian.com/travel/2022/sep/19/work-therapy-can-a-cyber-commuter-prepare-a-retail-employee-for-life-as-a-digital-nomad","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:30:20 GMT","1663522220.0","The Guardian view on schools: grammars are not the answer | Editorial","Energy costs and teacher shortages should be top priorities for the new prime minister. Instead she is stuck in the past  A new school year is under way, and already pressures are acute. The  six-month freeze  on energy bills promised by the prime minister offers short-term relief but leaves headteachers to puzzle over what happens next. Schools in England are expected to turn to reserves – if they have them. With a 5% pay rise for teachers also due to come out of existing budgets, finances are precarious.  Teaching assistants’ jobs are at risk, along with  educational trips . Senior Conservative figures are among those  warning  that high inflation and funding shortfalls are placing headteachers in an impossible position. The post-pandemic catchup is far from complete, after the  botched outsourcing  of the main tutoring contract. Added to these problems is a shortage of teachers that ministers have known about for years. A recruitment and retention strategy announced in 2019 has not brought results. Instead, new figures show that the situation is getting worse, with vacancies at their  highest level since 2010 . This year just 25% of the required number of trainee physics teachers have been recruited. Almost half of teachers say they  plan to quit  within five years.   Continue reading...","https://www.theguardian.com/commentisfree/2022/sep/18/the-guardian-view-on-schools-grammars-are-not-the-answer","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:30:19 GMT","1663522219.0","‘They are burning with a desire for justice’: Rachel Perkins on Australia’s genocidal past","In a new SBS series, Perkins shares her own family’s history to expose how the country and its institutions have whitewashed the frontier wars    Get our weekend culture and lifestyle email    Until recently, film-maker Rachel Perkins had never heard the recording of her late Arrernte grandmother, Hetti, speaking about the massacre of her family. Police had shot them at  Blackfellows Bones , north-east of Alice Springs, in the late 19th century.  But her father, the late Indigenous activist Charles Perkins, had told her about the slaughter. Hettie’s mother had been spared, but her neck was chained for another purpose. “My great-grandmother had been raped and chained to a tree,” Perkins says. “So, I knew that [much].”   Sign up for the fun stuff with our rundown of must-reads, pop culture and tips for the weekend, every Saturday morning    Continue reading...","https://www.theguardian.com/tv-and-radio/2022/sep/19/they-are-burning-with-a-desire-for-justice-rachel-perkins-on-australias-genocidal-past","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:30:19 GMT","1663522219.0","Food as medicine: could prescribing fruit and vegetables become part of healthcare?","Decades of healthy eating advice have failed to stem the tide of lifestyle-related disease. Could prescribing healthy food help?    Get our weekend culture and lifestyle email    Emma’s type 2 diabetes diagnosis turned her life upside down. “It is like having a baby that never grows up,” she says. “It is nagging at you as soon as you wake up.” Every single morsel of food has to be carefully chosen in case it sends her blood sugar levels spiking, which could cause her to pass out or worse.  The  ideal diet  for someone with Emma’s condition would include lots of fresh fruit and vegetables, wholegrains, nuts and seeds, lean meat and fish, and reduced-fat dairy. That diet  has been shown to  slow down or even reverse the progression of type 2 diabetes and help prevent it happening in the first place. But that has been a diet she has struggled to access.   Continue reading...","https://www.theguardian.com/australia-news/2022/sep/19/food-as-medicine-could-prescribing-fruit-and-vegetables-become-part-of-healthcare","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:25:22 GMT","1663521922.0","India beat England by seven wickets in first women’s ODI – as it happened","Smriti Mandhana made 91 and Harmanpreet Kaur an unbeaten 74 as India hammered England in the first ODI at Hove   4th over: England 14-0 (Lamb 10, Beaumont 4)  An eventful over from Meghna Singh. A leading edge from Beaumont falls short of point; then Lamb times a boundary through backward square leg and is beaten outside off stump.   3rd over: England 8-0 (Lamb 5, Beaumont 3)  Beaumont shovels Goswami off the pads for a couple to get off the mark. She has started walking down the track, trying to disrupt Goswami’s length, and gets another run with a work behind square.   Continue reading...","https://www.theguardian.com/sport/live/2022/sep/18/england-v-india-first-womens-odi-live","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:25:19 GMT","1663521919.0","The Guardian view on Channel 4 privatisation: a moment to step back | Editorial","The new culture secretary would be wise to abort a move that makes no economic sense and few people want anyway  The teetering in tray that faces the government after its long, hot summer offers opportunities as well as challenges, not least for the new culture secretary, Michelle Donelan. The proposed  privatisation of Channel 4  is one of them: here is the perfect opportunity to quietly drop plans that, even according to the government’s  own consultation paper , hardly anyone wants. Nadine Dorries led the Department for Digital, Culture, Media and Sport   (DCMS) up to the top of the ideological hill, like the grand old Duke of York, without checking that her muskets were primed. So the government’s tactics, such as meddling with the wording of the channel’s annual report to bring it to heel, looked petty and ridiculous because its field commander  appeared not to understand  what exactly it would be privatising.  The set-up of Channel 4 is admittedly complicated. Established by Margaret Thatcher’s government in 1982 to produce “innovative, alternative content that challenges the status quo”, it is publicly owned but commercially funded. Unlike the BBC – which is financed through the licence fee – it makes no call on taxpayers, who would therefore have no financial gain from its privatisation. The advertising market on which it relies is tough, but there are better ways to support it than to flog it off, such as taxing online advertising on commercial streaming platforms,  as suggested by  the Media Reform Coalition.   Continue reading...","https://www.theguardian.com/commentisfree/2022/sep/18/the-guardian-view-on-channel-4-privatisation-a-moment-to-step-back","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:22:03 GMT","1663521723.0","No 10 chief of staff spoken to by FBI about work for banker accused of bribery","Mark Fullbrook was interviewed as witness in proceedings against Julio Herrera Velutini  Mark Fullbrook, the new Downing Street chief of staff, has been interviewed by the FBI as a witness about work he did for a banker accused of bribery, it emerged on Sunday.  Fullbrook was working as a political consultant when he provided research in 2020 for Julio Herrera Velutini, a Venezuelan-Italian banker accused of bribing the governor of Puerto Rico around the same time.   Continue reading...","https://www.theguardian.com/politics/2022/sep/18/no-10-chief-of-staff-spoken-to-by-fbi-about-work-for-banker-accused-of-bribery","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:21:38 GMT","1663521698.0","Russia-Ukraine war live: medics killed by Russian strike during evacuation of hospital, says Kharkiv governor","Oleh Syniehubov said four medics were killed and two patients injured after Russian forces fired on psychiatric hospital    What we know on day 207 of the invasion     Continue reading...","https://www.theguardian.com/world/live/2022/sep/18/russia-ukraine-war-latest-joe-biden-urges-vladimir-putin-not-to-use-tactical-nuclear-weapons-after-setbacks-live","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 17:19:52 GMT","1663521592.0","Puerto Rico braces for ‘life-threatening’ flooding as Hurricane Fiona to make landfall","Category 1 hurricane already knocked out a third of island’s energy grid as flights out of main international airport are canceled  A category 1 hurricane bringing heavy rains, dangerous winds and power outages to Puerto Rico was expected to make landfall on Sunday afternoon, as the island braces itself for “life-threatening” flash floods and landslides.  Hurricane Fiona, which was located about 40 miles off the coast of the Caribbean island at midday on Sunday, threatens to cause widespread flooding and damage to infrastructure in Puerto Rico and the Dominican Republic as it continues to strengthen and dump torrential rain over the next 24 hours.   Continue reading...","https://www.theguardian.com/world/2022/sep/18/hurricane-fiona-puerto-rico","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 16:54:08 GMT","1663520048.0","La Princesse de Trébizonde review – Offenbach’s comedy of nouveau riche values is on the money","Queen Elizabeth Hall, London  A stylish revival from Opera Rara boasts a brilliant aria about toothache, a temper tantrum in waltz time and a hilarious plate spinning quintet  The history of  Offenbach ’s La Princesse de Trébizonde is essentially a tale of bad timing. It was first performed in Baden Baden in the summer of 1869, before a hugely successful transfer to Offenbach’s own theatre, the Bouffes-Parisiens, the following winter. The operetta was taken off, however, during the Franco-Prussian war, and never reestablished itself in the repertory when public opinion swung against its German-born composer after the French defeat. Its outings remain infrequent, though  Opera Rara  have now revived it in concert, with Paul Daniel conducting the London Philharmonic and an excellent, largely francophone cast.  While it lacks the sharp satirical focus of Orphée aux Enfers and La Belle Hélène, it’s an engaging, if preposterous comedy about nouveau riche values and social mobility. Prince Raphaël, played by a mezzo in drag, falls in love with what he believes to be a waxwork of the fabled Princess of Trebizond, only to discover that the object of his affections is, in fact, the very real Zanetta, who works in a circus run by her family. Raphaël is soon at loggerheads with his dictatorial father Casimir, but things are thrown into real disarray when Zanetta and her relatives win the lottery and acquire both an unexpected fortune and sudden status. The score is delightful, with some brilliant numbers: Raphaël has a big aria about toothache, at once funny and wince-inducing; Casimir, the tenor lead, throws tantrums in waltz time; and there’s a hilarious plate-spinning quintet for the ennobled circus family, now bored out of their skulls by wealth and hankering after the old days.   Continue reading...","https://www.theguardian.com/music/2022/sep/18/la-princesse-de-trebizonde-review-offenbachs-comedy-of-nouveau-riche-values-is-on-the-money","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 16:53:53 GMT","1663520033.0","Mahsa Amini: dozens injured in Iran protests after death in custody","Amini, 22, reportedly beaten by morality police in Tehran for not complying with hijab regulations  More than 30 Iranians were injured, some seriously, while taking to the streets to protest after the  death of a 22-year-old Kurdish woman  three days after she was arrested and reportedly beaten by morality police in Tehran.  The circumstances of Mahsa Amini’s death on Friday are hotly contested, but her family denied official reports that she suffered from epilepsy and instead claimed she was beaten by the police. She had been visiting Tehran with her brother when she was picked up by police outside a metro station and put into a van, for allegedly not complying with the country’s hijab regulations.   Continue reading...","https://www.theguardian.com/world/2022/sep/18/mahsa-amini-dozens-injured-in-iran-protests-after-death-in-custody","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 16:51:47 GMT","1663519907.0","Two-thirds of trainee GPs in England plan to work part-time, study finds","Doctors say job is too intense to safely work more, with four-hour shifts actually meaning six or seven hours of work  Almost two-thirds of trainee GPs plan to work part-time just a year after they qualify because being a family doctor is so stressful, research shows.  Their intention to work two-and-a-half or three days a week threatens to exacerbate the NHS’s already acute shortage of GPs and make it even harder for patients to get an appointment.   Continue reading...","https://www.theguardian.com/society/2022/sep/18/two-thirds-of-trainee-gps-in-england-plan-to-work-part-time-study-finds","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 16:51:41 GMT","1663519901.0","There is no end point to the work of a GP – it is an almost impossible job to do well | Zara Aziz","A GP in Bristol, describes the workload pressures that are leading new doctors to go part-time  “I work as a GP partner in a large practice of nearly 30,000 patients in east Bristol. We are also a training practice with a steady flow of GP trainees and I am one of three trainers here. We have a large cohort of GPs and serve a varied population of young families, elderly housebound patients and university students. It is a buzzing and fast-paced environment.  I feel very privileged that I can play a part in training the next generation of GPs. I remain very conscious of the need to be positive about the pivotal nature of our roles as family doctors and gatekeepers to the NHS, while at the same time being realistic.   Continue reading...","https://www.theguardian.com/society/commentisfree/2022/sep/18/there-is-no-end-point-to-the-work-of-a-gp-it-is-an-almost-impossible-job-to-do-well","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 16:46:59 GMT","1663519619.0","Under our monarchy, a deeply unequal world flourished | Letters","Readers respond to Afua Hirsch’s article calling for Britain to confront the painful truth of its colonial past  Afua Hirsch’s article explicitly describes the everlasting damage created in the name of colonialism ( This is a Britain that has lost its Queen – and the luxury of denial about its past, 13 September ). I saw first-hand the ongoing horrors and cruelty of this in the 25 years that I worked for the international trade union movement in Africa, Asia and the South Pacific islands.  Land was taken over to grow food for the west so it got used to having cheap pineapples and mangoes all year round. Rubber and palm oil plantations in Malaysia destroyed soil and reduced the amount of land for domestic farming. Mines ruined people’s lives and created civil disturbance in Papua New Guinea – the list is endless.   Continue reading...","https://www.theguardian.com/world/2022/sep/18/under-our-monarchy-a-deeply-unequal-world-flourished","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 16:46:38 GMT","1663519598.0","Counting the cost of a King’s inheritance  | Letters","Yvonne Williams ,  Roger Dobson  and  Mike Sheaff  respond to an article by Aditya Chakrabortty on King Charles not paying inheritance tax  If the King’s inheritance were solely for his personal pleasure, and if to pay tax would not lead to the break-up or selling off of estates, I might agree with Aditya Chakrabortty ( It’s one law for King Charles the billionaire and another for his struggling subjects, 15 September ). I regard the monarch as the curator of these palaces and castles, held in trust for the nation – a bit like the National Trust.   If money raised from  inheritance tax from the monarch  found its way directly into the pockets of the nation’s poor, it might be worth it. But having seen the chronic waste of public money by Boris Johnson’s government and the daily injustice of wealthy entrepreneurs avoiding taxation by clever accounting, I would say that there’s one law for the powerful moneyed classes and another for the rest of us.   Yvonne Williams   Ryde, Isle of Wight    Continue reading...","https://www.theguardian.com/uk-news/2022/sep/18/counting-the-cost-of-a-kings-inheritance","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
"Sun, 18 Sep 2022 16:41:38 GMT","1663519298.0","Windsor’s St George’s Chapel to host final royal service before Queen’s burial","Historical chapel held many royal events and will be final resting place of Queen and Prince Philip    Death of the Queen and King Charles’s accession – latest updates    The final service for members of the royal family before the Queen’s burial will be held at St George’s Chapel at Windsor Castle.  Construction of the chapel was started by Edward IV in 1475 and completed by Henry VIII in 1528.   Continue reading...","https://www.theguardian.com/uk-news/2022/sep/18/windsors-st-georges-chapel-to-host-final-royal-service-before-queens-burial","http://www.theguardian.com/uk/rss","GB","general","[]","set()"
