"country","category","rss-url"
"IN","business","http://economictimes.indiatimes.com/rssfeedsdefault.cms"
"IN","business","http://www.business-standard.com/rss/todays-paper.rss"
"IN","business","http://www.business-standard.com/rss/home_page_top_stories.rss"
"IN","business","http://zeenews.india.com/rss/business.xml"
"IN","business","http://www.huffingtonpost.com/feeds/verticals/business/news.xml"
"IN","business","http://www.nytimes.com/services/xml/rss/nyt/InternationalBusiness.xml"
"IN","business","https://news.google.com/news/feeds?cf=all&ned=in&hl=en&topic=b&output=rss"
"IN","business","http://www.livemint.com/rss/companies"
"IN","business","http://www.livemint.com/rss/consumer"
"IN","business","http://www.livemint.com/rss/money"
"IN","business","http://www.livemint.com/rss/industry"
"IN","health","http://www.femina.in/feeds/feeds-lifestyle.xml"
"IN","health","http://www.femina.in/feeds/feeds-fitness.xml"
"IN","health","http://timesofindia.indiatimes.com/rssfeeds/2886714.cms"
"IN","health","http://feeds.bbci.co.uk/news/world/asia/rss.xml"
"IN","health","http://indiatoday.intoday.in/rss/homepage-topstories.jsp"
"IN","health","http://www.mensxp.com/feeds.xml"
"IN","science","http://www.dnaindia.com/feeds/scitech.xml"
"IN","science","http://www.business-standard.com/rss/technology-108.rss"
"IN","science","http://www.indodaily.com/indodaily.xml"
"IN","science","http://zeenews.india.com/rss/science-technology-news.xml"
"IN","sports","http://www.espncricinfo.com/rss/content/story/feeds/6.xml"
"IN","sports","http://www.oneindia.com/rss/news-sports-fb.xml"
"IN","sports","http://zeenews.india.com/rss/sports-news.xml"
"IN","tech","http://indianexpress.com/section/technology/feed/"
"IN","tech","http://zeenews.india.com/rss/science-technology-news.xml"
"IN","entertainment","http://www.filmibeat.com/rss/filmibeat-fb.xml"
"IN","entertainment","http://www.tellychakkar.com/rss.xml"
"IN","entertainment","http://timesofindia.indiatimes.com/rssfeeds/1081479906.cms"
"IN","entertainment","http://www.bollywoodlife.com/feed/"
"IN","entertainment","http://www.bollywoodhungama.com/rss/news.xml"
"IN","entertainment","http://www.dnaindia.com/feeds/entertainment.xml"
"IN","entertainment","http://zeenews.india.com/rss/india-national-news.xml"
"IN","entertainment","http://www.livemint.com/rss/lounge"
"GB","general","http://www.theguardian.com/world/rss"
"GB","general","http://www.theweek.co.uk/feeds/all"
"GB","general","http://feeds.bbci.co.uk/news/world/rss.xml"
"GB","general","http://feeds.bbci.co.uk/news/uk/rss.xml"
"GB","general","http://www.theguardian.com/uk/rss"
"GB","general","http://www.telegraph.co.uk/news/uknews/rss"
"GB","general","http://www.ft.com/rss/world/uk"
"GB","general","http://www.standard.co.uk/news/rss"
"GB","general","http://www.oxfordmail.co.uk/news/rss/"
"GB","general","http://www.dailymail.co.uk/news/index.rss"
"GB","general","http://feeds.feedburner.com/daily-express-uk-news"
"GB","general","http://www.standard.co.uk/news/rss"
"GB","general","http://www.manchestereveningnews.co.uk/rss.xml"
"GB","general","http://feeds.feedburner.com/ScottishNewsHeraldScotland"
"GB","general","http://www.channel4.com/news/uk/rss"
"GB","politics","http://feeds.skynews.com/feeds/rss/politics.xml"
"GB","politics","http://www.ft.com/rss/world/uk/politics"
"GB","politics","http://feeds.bbci.co.uk/news/politics/rss.xml"
"GB","politics","http://feeds.theguardian.com/theguardian/politics/rss"
"GB","politics","http://www.telegraph.co.uk/news/politics/rss"
"GB","politics","http://www.economist.com/feeds/print-sections/76/britain.xml"
"GB","politics","http://www.huffingtonpost.com/tag/uk-election/feed"
"GB","politics","http://www.standard.co.uk/news/politics/rss"
"GB","business","http://feeds.feedburner.com/daily-express-finance-news"
"GB","business","http://feeds.theguardian.com/theguardian/uk/business/rss"
"GB","business","http://feeds.bbci.co.uk/news/business/rss.xml"
"GB","business","http://www.telegraph.co.uk/finance/rss"
"GB","gaming","http://www.eurogamer.net/?format=rss"
"GB","gaming","http://www.theguardian.com/technology/games/rss"
"GB","gaming","http://feeds.feedburner.com/daily-star-Gaming"
"GB","gaming","http://metro.co.uk/entertainment/gaming/feed/"
"GB","health","http://www.theguardian.com/us/lifeandstyle/rss"
"GB","health","http://www.theguardian.com/lifeandstyle/health-and-wellbeing/rss"
"GB","health","http://www.theguardian.com/fashion/rss"
"GB","health","http://www.theguardian.com/travel/rss"
"GB","health","http://feeds.bbci.co.uk/news/health/rss.xml"
"GB","health","http://www.express.co.uk/posts/rss/11/health"
"GB","health","http://feeds.bbci.co.uk/news/uk/rss.xml"
"GB","health","http://www.dailymail.co.uk/health/index.rss"
"GB","health","http://www.hellomagazine.com/rss.xml"
"GB","science","http://www.theguardian.com/uk/environment/rss"
"GB","science","https://www.newscientist.com/feed/home"
"GB","science","http://feeds.theguardian.com/theguardian/science/rss"
"GB","science","http://feeds.bbci.co.uk/news/science_and_environment/rss.xml"
"GB","science","http://www.independent.co.uk/news/science/rss"
"GB","science","http://www.dailymail.co.uk/sciencetech/articles.rss"
"GB","sports","http://www.theguardian.com/football/rss"
"GB","sports","http://www.theweek.co.uk/feeds/sport"
"GB","sports","http://feeds.feedburner.com/daily-express-sport-news"
"GB","sports","http://feeds.feedburner.com/SportcoukNewsRssFeed"
"GB","sports","http://www.standard.co.uk/sport/football/rss"
"GB","sports","http://www.skysports.com/rss/0,20514,12040,00.xml"
"GB","sports","http://feeds.theguardian.com/theguardian/uk/sport/rss"
"GB","sports","http://feeds.bbci.co.uk/sport/0/rss.xml?edition=uk"
"GB","sports","http://www.dailymail.co.uk/sport/index.rss"
"GB","sports","http://metro.co.uk/sport/feed/"
"GB","tech","http://feeds.skynews.com/feeds/rss/technology.xml"
"GB","tech","http://techcrunch.com/europe/feed/"
"GB","tech","http://www.techrepublic.com/rssfeeds/blog/european-technology/"
"GB","tech","http://feeds.theguardian.com/theguardian/technology/rss"
"GB","tech","http://feeds.bbci.co.uk/news/technology/rss.xml#"
"GB","tech","http://feeds.webservice.techradar.com/rss/new"
"GB","entertainment","http://syndication.eonline.com/syndication/feeds/rssfeeds/topstories.xml?edition=uk"
"GB","entertainment","http://www.express.co.uk/posts/rss/79/showbiznews"
"GB","entertainment","http://metro.co.uk/entertainment/showbiz/feed/"
